Study_ID,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,PUBLICATION_TYPE
81,"Roy, L. D., and M. J. Dorrance.","Coyote movements, habitat use, and vulnerability in central Alberta Coyote movements, habitat use, and vulnerability in central Alberta Journal of Wildlife Management 49:307-313.",Journal Of Wildlife Management,1985,49,2,307-313,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3801521,Article
82,"MILLS, LS; KNOWLTON, FF",COYOTE SPACE USE IN RELATION TO PREY ABUNDANCE,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1991,69,6,1516-1521,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z91-212,Article
83,"Riordan, P; Delahay, RJ; Cheeseman, C; Johnson, PJ; Macdonald, DW","Culling-Induced Changes in Badger (Meles meles) Behaviour, Social Organisation and the Epidemiology of Bovine Tuberculosis",Plos One,2011,6,12,e28904,"Public Library of Science San Francisco, USA",NA,NA,10.1371/journal.pone.0028904,Article
84,"Corp, N; Gorman, ML; Speakman, JR",Daily energy expenditure of free-living male Wood Mice in different habitats and seasons,Functional Ecology,1999,13,5,585-593,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0269-8463,10.1046/j.1365-2435.1999.00353.x,Article
85,"Schmid, J; Speakman, JR",Daily energy expenditure of the grey mouse lemur (Microcebus murinus): a small primate that uses torpor,Journal Of Comparative Physiology B-Biochemical Systemic And,2000,170,8,633-641,SPRINGER-VERLAG,"175 FIFTH AVE, NEW YORK, NY 10010 USA",0174-1578,10.1007/s003600000146,Article
86,"Russo, L; Massei, G; Genov, PV",Daily home range and activity of wild boar in a Mediterranean area free from hunting,Ethology Ecology \& Evolution,1997,9,3,287-294,UNIV FIRENZE ETHOLOGY ECOLOGY \& EVOLUTION,"ATTN: PROF. F. DESSI-FULGHERI VIA ROMANA 17, 50125 FLORENCE, ITALY",0394-9370,10.1080/08927014.1997.9522888,Article
87,"Kowalczyk, R; Zalewski, A; Jedrzejewska, B","Daily movement and territory use by badgers Meles meles in Bialowieza Primeval Forest, Poland",Wildlife Biology,2006,12,4,385-391,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2006)12[385:DMATUB]2.0.CO;2,Article
88,"Shibata, F; Kawamichi, T; Nishibayashi, K",Daily rest-site selection and use by the Japanese dormouse,Journal Of Mammalogy,2004,85,1,30-37,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.1644/BPR-007,Article
89,"Reynolds, T. D.","Daily summer movements, activity patterns, and home range of pronghorn Northwest Science 58:300-311.",Northwest Science,1984,58,4,300-311,WASHINGTON STATE UNIV,"PO BOX 645910, PULLMAN, WA 99164-5910",0029-344X,https://pdfs.semanticscholar.org/a66d/eeddaffeee941bb61fbdfa843561f5a8291b.pdf,Article
90,"Droscher, I; Kappeler, PM",Defining the Low End of Primate Social Complexity: The Social Organization of the Nocturnal White-Footed Sportive Lemur (Lepilemur leucopus),International Journal Of Primatology,2013,34,6,1225-1243,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/s10764-013-9735-3,Article
91,"SUSSMAN, RW","DEMOGRAPHY AND SOCIAL-ORGANIZATION OF FREE-RANGING LEMUR-CATTA IN THE BEZA-MAHAFALY-RESERVE, MADAGASCAR",American Journal Of Physical Anthropology,1991,84,1,43-58,WILEY-LISS,"DIV JOHN WILEY \& SONS INC 605 THIRD AVE, NEW YORK, NY 10158-0012",0002-9483,10.1002/ajpa.1330840105,Article
92,"Heiniger, J; Cameron, SF; Madsen, T; Niehaus, AC; Wilson, RS",Demography and spatial requirements of the endangered northern quoll on Groote Eylandt,Wildlife Research,2020,47,3,224-238,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR19052,Article
93,"Bayart, F; Simmen, B","Demography, range use, and behavior in black lemurs (Eulemur macaco macaco) at Ampasikely, northwest Madagascar",American Journal Of Primatology,2005,67,3,299-312,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.20186,Article
94,"Vander Wal, E; Laforge, MP; McLoughlin, PD",Density dependence in social behaviour: home range overlap and density interacts to affect conspecific encounter rates in a gregarious ungulate,Behavioral Ecology And Sociobiology,2014,68,3,383-390,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-013-1652-0,Article
95,"Gavazzi, AJ; Cornick, LA; Markowitz, TM; Green, D; Markowitz, H","DENSITY, DISTRIBUTION, AND HOME RANGE OF THE BLACK HOWLER MONKEY (ALOUATTA PIGRA) AT LAMANAI, BELIZE",Journal Of Mammalogy,2008,89,5,1105-1112,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.1644/07-MAMM-A-063.1,Article
96,"Mukinya, J. G.","Density, distribution, population structure and social organization of the black rhinoceros in Masai Mara Game reserve East African Wildlife Journal 11:385-400.",African Journal Of Ecology,1973,11,03/Apr,385--400,Wiley Online Library,NA,NA,10.1111/j.1365-2028.1973.tb00100.x,Article
97,"RAGOTZKIE, KE; BAILEY, JA",DESERT MULE DEER USE OF GRAZED AND UNGRAZED HABITATS,Journal Of Range Management,1991,44,5,487-490,SOC RANGE MANAGEMENT,"1839 YORK ST, DENVER, CO 80206",0022-409X,10.2307/4002750,Article
98,"Harcourt, C.","Diet and Behavior of a Nocturnal Lemur, Avahi laniger, in the Wild Journal of Zoology 223:667-674.",Journal Of Zoology,1991,223,4,667-674,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1111/j.1469-7998.1991.tb04395.x,Article
99,"Mekonnen, A; Bekele, A; Fashing, PJ; Hemson, G; Atickem, A","Diet, Activity Patterns, and Ranging Ecology of the Bale Monkey (Chlorocebus djamdjamensis) in Odobullu Forest, Ethiopia",International Journal Of Primatology,2010,31,3,339-362,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-010-9389-3,Article
100,"Sha, JCM; Hanya, G","Diet, Activity, Habitat Use, and Ranging of Two Neighboring Groups of Food-Enhanced Long-Tailed Macaques (Macaca fascicularis)",American Journal Of Primatology,2013,75,6,581-592,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.22137,Article
101,"Smith, JR; Sweitzer, RA; Jensen, WF","Diets, movements, and consequences of providing wildlife food plots for white-tailed deer in central north Dakota",Journal Of Wildlife Management,2007,71,8,2719-2726,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2006-379,Article
102,"PIRTA, RS; SINGH, M",DIFFERENCES IN HOME RANGES OF RHESUS-MONKEY (MACACA-MULATTA) GROUPS LIVING IN 3 ECOLOGICAL HABITATS,Proceedings Of The Indian Academy Of Sciences-Animal Sciences,1982,91,1,13-26,INDIAN ACADEMY SCIENCES,"P B 8005 C V RAMAN AVENUE, BANGALORE 560 080, INDIA",0370-0097,10.1007/BF03186055,Article
103,"Albrecht, L., Meyer, C.F. & Kalko, E.K.","Differential mobility in two small phyllostomid bats, Artibeus watsoni andMicronycteris microtis, in a fragmented neotropical landscape Acta Theriologica, 52, 141-149.",Acta Theriologica,2007,52,2,141-149,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0001-7051,10.1007/BF03194209,Article
104,"Kasper, CB; Soares, JBG; Freitas, TRO","Differential patterns of home-range, net displacement and resting sites use of Conepatus chinga in southern Brazil",Mammalian Biology,2012,77,5,358-362,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",1616-5047,10.1016/j.mambio.2012.03.006,Article
105,"Johnson, SA; Walker, HD; Hudson, CM",Dispersal Characteristics of Juvenile Bobcats in South-Central Indiana,Journal Of Wildlife Management,2010,74,3,379-385,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2008-253,Article
106,"Jones, W. T.",Dispersal distance and the range of nightly movements in Merriam's kangaroo rats Journal of Mammalogy 70:27-34.,Journal Of Mammalogy,1989,70,1,27--34,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence~…",NA,NA,10.2307/1381666,Article
107,"Linnell, JDC; Odden, J; Andren, H; Liberg, O; Andersen, R; Moa, P; Kvam, T; Broseth, H; Segerstrom, P; Ahlqvist, P; Schmidt, K; Jedrzejewski, W; Okarma, H",Distance rules for minimum counts of Eurasian lynx Lynx lynx family groups under different ecological conditions,Wildlife Biology,2007,13,4,447-455,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2007)13[447:DRFMCO]2.0.CO;2,Article
108,"Wiig, O",Distribution of polar bears (Ursus maritimus) in the Svalbard area,JOURNAL OF ZOOLOGY,1995,237,NA,NA,WILEY-BLACKWELL,NA,NA,NA,Article
109,"Jack, KM; Campos, FA","Distribution, abundance, and spatial ecology of the critically endangered Ecuadorian capuchin (Cebus albifrons aequatorialis)",Tropical Conservation Science,2012,5,2,173-191,TROPICAL CONSERVATION SCIENCE,"PO BOX 0291, MENLO PARK, CA 94026-0291 USA",1940-0829,10.1177/194008291200500207,Article
110,"Vashon, JH; Meehan, AL; Organ, JF; Jakubas, WJ; McLaughlin, CR; Vashon, AD; Crowley, SM",Diurnal habitat relationships of Canada lynx in an intensively managed private forest landscape in northern Maine,Journal Of Wildlife Management,2008,72,7,1488-1496,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2007-475,Article
111,"Gumal, MT","Diurnal home range and roosting trees of a maternity colony of Pteropus vampyrus natunae (Chiroptera : Pteropodidae) in Sedilu, Sarawak",Journal Of Tropical Ecology,2004,20,3,247-258,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0266-4674,10.1017/S0266467403001275,Article
112,"Hayward, MW; Hayward, GJ; Druce, DJ; Kerley, GIH","Do fences constrain predator movements on an evolutionary scale? Home range, food intake and movement patterns of large predators reintroduced to Addo Elephant National Park, South Africa",Biodiversity And Conservation,2009,18,4,887--904,Springer,NA,NA,10.1007/s10531-008-9452-y,Article
113,"Melis, C; Cagnacci, F; Lovari, S",Do male roe deer clump together during the rut?,Acta Theriologica,2005,50,2,253--262,Springer,NA,NA,10.1007/BF03194488,Article
114,"Bonatto, F; Steinmann, A; Gomez, D; Priotto, J",Do polygynous males of Akodon azarae (Rodentia: Sigmodontinae) vary their mating tactics at low availability of females?,Mammalia,2015,79,2,159-168,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY",0025-1461,10.1515/mammalia-2013-0102,Article
115,"Biosa, D; Grignolio, S; Sica, N; Pagon, N; Scandura, M; Apollonio, M",Do relatives like to stay closer? Spatial organization and genetic relatedness in a mountain roe deer population,Journal Of Zoology,2015,296,1,30--37,Wiley Online Library,NA,NA,10.1111/jzo.12214,Article
116,"Podgorski, T; Smietanka, K",Do wild boar movements drive the spread of African Swine Fever?,Transboundary And Emerging Diseases,2018,65,6,1588-1596,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1865-1674,10.1111/tbed.12910,Article
117,"Kauhala, K; Salonen, L",Does a non-invasive method - latrine surveys - reveal habitat preferences of raccoon dogs and badgers?,Mammalian Biology,2012,77,4,264-270,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",1616-5047,10.1016/j.mambio.2012.02.007,Article
118,"Bond, ML; Wolff, JO",Does access to females or competition among males limit male home-range size in a promiscuous rodent?,Journal Of Mammalogy,1999,80,4,1243-1250,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.2307/1383174,Article
119,"Marboutin, E; Aebischer, NJ",Does harvesting arable crops influence the behaviour of the European hare Lepus europaeus?,Wildlife Biology,1996,2,2,83-91,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/wlb.1996.036,Article
120,"Koen, EL; Tosa, MI; Nielsen, CK; Schauber, EM",Does landscape connectivity shape local and global social network structure in white-tailed deer?,Plos One,2017,12,3,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0173570,Article
121,"Cabrera, JA; Molina, E; Gonzalez, T; Armenteras, D",Does Plan B work? Home range estimations from stored on board and transmitted data sets produced by GPS-telemetry in the Colombian Amazon,Revista De Biolog\'\Ia Tropical,2016,64,4,1441--1450,http://creativecommons. org/licenses/by/3.0,NA,NA,NA,Article
122,"Hauge, T. M., and L. B. Keith.",Dynamics of moose populations in northeastern Alberta Journal of Wildlife Management 45:573-597.,JOURNAL OF WILDLIFE MANAGEMENT,1981,45,3,573-597,WILDLIFE SOC,NA,NA,10.2307/3808692,Article
123,"TEW, TE; MACDONALD, DW","DYNAMICS OF SPACE USE AND MALE VIGOR AMONGST WOOD MICE, APODEMUS-SYLVATICUS, IN THE CEREAL ECOSYSTEM",Behavioral Ecology And Sociobiology,1994,34,5,337-345,SPRINGER VERLAG,"175 FIFTH AVE, NEW YORK, NY 10010",0340-5443,10.1007/s002650050049,Article
124,"Yiu, SW; Keith, M; Karczmarski, L; Parrini, F","Early post-release movement of reintroduced lions (Panthera leo) in Dinokeng Game Reserve, Gauteng, South Africa",European Journal Of Wildlife Research,2015,61,6,861-870,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",1612-4642,10.1007/s10344-015-0962-0,Article
125,"Grigione, MM; Beier, P; Hopkins, RA; Neal, D; Padley, WD; Schonewald, CM; Johnson, ML",Ecological and allometric determinants of home-range size for mountain lions (Puma concolor),Animal Conservation,2002,5,4,317-324,CAMBRIDGE UNIV PRESS,"40 WEST 20TH ST, NEW YORK, NY 10011-4221 USA",1367-9430,10.1017/S1367943002004079,Article
126,"Marino, J; Sillero-Zubiri, C; Johnson, PJ; Macdonald, DW",Ecological bases of philopatry and cooperation in Ethiopian wolves,Behavioral Ecology And Sociobiology,2012,66,7,1005-1015,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-012-1348-x,Article
127,"Seiler, N; Robbins, MM",Ecological correlates of space use patterns in wild western lowland gorillas,American Journal Of Primatology,2020,82,9,NA,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.23168,Article
128,"Van Daele, LJ; Barnes, VG; Belant, JL","Ecological flexibility of brown bears on Kodiak Island, Alaska",Ursus,2012,23,1,21-29,INT ASSOC BEAR RESEARCH \& MANAGEMENT-IBA,"C/O TERRY WHITE, UNIV TENNESSEE, DEPT FORESTRY, WILDLIFE \& FISHERIES",1537-6176,NA,Article
129,"Kamler, JF; Stenkewitz, U; Sliwa, A; Wilson, B; Lamberski, N; Herrick, JR; Macdonald, DW",Ecological relationships of black-footed cats (Felis nigripes) and sympatric canids in South Africa,Mammalian Biology,2015,80,2,122-127,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",1616-5047,10.1016/j.mambio.2014.11.004,Article
130,"Mermod, C.",Ecologie et dynamiques des populations de trois rongeurs sylvicoles Mammalia 33:1-57.,Mammalia ,1969,NA,NA,NA,"Walter de Gruyter, Berlin/New York Berlin, New York",NA,NA,10.1515/mamm.1969.33.1.1,Article
131,"Kessing, F.","Ecology and behavior of the pouched mouse, Saccostomus mearnsi, in central Kenya Journal of Mammalogy 79:919-931.",Journal Of Mammalogy,1998,79,3,919-931,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.2307/1383100,Article
132,"Diete, RL; Meek, PD; Dickman, CR; Leung, LKP",Ecology and conservation of the northern hopping-mouse (Notomys aquilo),Australian Journal Of Zoology,2016,64,1,21-32,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",0004-959X,10.1071/ZO15082,Article
133,"Blumstein, DT; Arnold, W",Ecology and social behavior of golden marmots (Marmota caudata aurea),Journal Of Mammalogy,1998,79,3,873-886,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602 USA",0022-2372,10.2307/1383095,Article
134,"Sukumar, R.",Ecology of the Asian elephant in southern India I Movement and habitat utilization patterns Journal of Tropical Ecology 5:1-18.,Journal Of Tropical Ecology,1989,5,1,1--18,Cambridge University Press,NA,NA,10.1017/S0266467400003175,Article
135,"Hurner, H; Michaux, J",ECOLOGY OF THE EDIBLE DORMOUSE (GLIS GLIS) IN A WESTERN EDGE POPULATION IN SOUTHERN BELGIUM,Vie Et Milieu-Life And Environment,2009,59,2,243-250,OBSERVATOIRE OCEANOLOGIQUE BANYULS,"LABORATOIRE ARAGO, BP 44, 66651 BANYULS-SUR-MER CEDEX, FRANCE",0240-8759,NA,Article
136,"Leuthold, B. M., and W. Leuthold.","Ecology of the giraffe in Tsavo East National Park, Kenya East African Wildlife Journal 16:1-20.",African Journal Of Ecology,1978,16,1,1--20,Wiley Online Library,NA,NA,10.1111/j.1365-2028.1978.tb00419.x,Article
137,"White, NA","Ecology of the koala (Phascolarctos cinereus) in rural south-east Queensland, Australia",Wildlife Research,1999,26,6,731-744,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR98002,Article
138,"Franklin, WL; Johnson, WE; Sarno, RJ; Iriarte, JA",Ecology of the Patagonia puma Felis concolor patagonica in southern Chile,Biological Conservation,1999,90,1,33-40,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0006-3207,10.1016/S0006-3207(99)00008-7,Article
139,"Hidalgo-Mihart, MG; Cantu-Salazar, L; Lopez-Gonzalez, CA; Fernandez, EC; Gonzalez-Romero, A",Effect of a landfill on the home range and group size of coyotes (Canis latrans) in a tropical deciduous forest,Journal Of Zoology,2004,263,1,55-63,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1017/S0952836904004868,Article
140,"Henry, C; Poulle, ML; Roeder, JJ",Effect of sex and female reproductive status on seasonal home range size and stability in rural red foxes (Vulpes vulpes),Ecoscience,2005,12,2,202-209,UNIVERSITE LAVAL,"PAVILLON CHARLES-EUGENE MARCHAND, LOCAL 0166, ST FOY, QUEBEC G1K 7P4",1195-6860,10.2980/i1195-6860-12-2-202.1,Article
141,"Ormiston, B. G.",Effects of a subminiature radio collar on activity of free-living white-footed mice Canadian Journal of Zoology 63:733-735.,Canadian Journal Of Zoology,1985,63,3,733-735,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/z85-103,Note
142,"Vercauteren, K. C., and S. E. Hygnstrom.",Effects of agricultural activities and hunting on home ranges of female white-tailed deer Journal of Wildlife Management 62:280-285.,Journal Of Wildlife Management,1998,62,1,280-285,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2307/3802289,Article
143,"Ge, BM; Guan, TP; Powell, D; McShea, WJ; Song, YL","Effects of an earthquake on wildlife behavior: a case study of takin (Budorcas taxicolor) in Tangjiahe National Nature Reserve, China",Ecological Research,2011,26,1,217-223,SPRINGER TOKYO,"1-11-11 KUDAN-KITA, CHIYODA-KU, TOKYO, 102-0073, JAPAN",0912-3814,10.1007/s11284-010-0759-2,Article
144,"McGee, BK; Ballard, WB; Nicholson, KL; Cypher, BL; Lemons, PR; Kamler, JF",Effects of artificial escape dens on swift fox populations in northwest Texas,Wildlife Society Bulletin,2006,34,3,821-827,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0091-7648,10.2193/0091-7648(2006)34[821:EOAEDO]2.0.CO;2,Article
145,"Mabry, KE; Barrett, GW",Effects of corridors on home range sizes and interpatch movements of three small mammal species,Landscape Ecology,2002,17,7,629-636,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0921-2973,10.1023/A:1021545419534,Article
146,"Karki, SM; Gese, EM; Klavetter, ML",Effects of coyote population reduction on swift fox demographics in southeastern Colorado,Journal Of Wildlife Management,2007,71,8,2707-2718,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2006-275,Article
147,"Ramsey, D",Effects of fertility control on behavior and disease transmission in brushtail possums,Journal Of Wildlife Management,2007,71,1,109-116,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2005-699,Article
148,"Fan, PF; Jiang, XL","Effects of food and topography on ranging behavior of black crested gibbon (Nomascus concolor jingdongensis) in Wuliang mountain, Yunnan, China",American Journal Of Primatology,2008,70,9,871-878,WILEY-LISS,"DIV JOHN WILEY \& SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA",0275-2565,10.1002/ajp.20577,Article
