Study_ID,Species,subspecies,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,type
883,Trichosurus vulpecula,NA,"WARD, GD",COMPARISON OF TRAP-REVEALED AND RADIO-REVEALED HOME RANGES OF THE BRUSH-TAILED POSSUM (TRICHOSURUS-VULPECULA KERR) IN NEW-ZEALAND LOWLAND FOREST,New Zealand Journal Of Zoology,1984,11,1,85-92,SIR PUBLISHING,"PO BOX 399, WELLINGTON, NEW ZEALAND",0301-4223,10.1080/03014223.1984.10428231,Article
885,Meles meles,NA,"Huck, M; Davison, J; Roper, TJ",Comparison of two sampling protocols and four home-range estimators using radio-tracking data from urban badgers Meles meles,Wildlife Biology,2008,14,4,467-477,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396-14.4.467,Article
894,Dipodomys nitratoides,nitratoides,"Tennant, EN; Germano, DJ","COMPETITIVE INTERACTIONS BETWEEN TIPTON AND HEERMANN'S KANGAROO RATS IN THE SAN JOAQUIN VALLEY, CALIFORNIA",Southwestern Naturalist,2013,58,2,258-264,SOUTHWESTERN ASSOC NATURALISTS,"SOUTHWEST TEXAS STATE UNIV, DEPT BIOLOGY, 601 UNIVERSITY DR, SAN MARCOS",0038-4909,10.1894/0038-4909-58.2.258,Article
901,Bison bonasus,NA,"KRASINSKA, M; KRASINSKI, ZA","COMPOSITION, GROUP-SIZE, AND SPATIAL-DISTRIBUTION OF EUROPEAN BISON BULLS IN BIALOWIEZA FOREST",Acta Theriologica,1995,40,1,Jan/21,POLISH ACAD SCIENCES,"MAMMAL RESEARCH INST, 17-230 BIALOWIEZA, POLAND",0001-7051,NA,Article
910,Leontocebus fuscicollis,NA,"PERES, CA",CONSEQUENCES OF JOINT-TERRITORIALITY IN A MIXED-SPECIES GROUP OF TAMARIN MONKEYS,Behaviour,1992,123,03/Apr,220-246,E J BRILL,"PO BOX 9000, 2300 PA LEIDEN, NETHERLANDS",0005-7959,10.1163/156853992X00039,Article
980,Tragelaphus scriptus,NA,"Wronski, T; Tiedemann, R; Apio, A; Plath, M","Cover, food, competitors and individual densities within bushbuck Tragelaphus scriptus female clan home ranges",Acta Theriologica,2006,51,3,319-326,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0001-7051,10.1007/BF03192684,Article
983,Canis latrans,NA,"Marin-Sanchez, AI; Briones-Salas, M; Lopez-Wilchis, R; Servin, J","Coyote (Canis latrans) home range in a temperate forest from the Sierra Madre, Oaxaca, Mexico",Revista Mexicana De Biodiversidad,2015,86,2,440-447,"INST BIOLOGIA, UNIV NACIONAL AUTONOMA MEXICO","APARTADO POSTAL 70-233, MEXICO, D F 00000, MEXICO",1870-3453,10.1016/j.rmb.2015.04.013,Article
994,Canis latrans,NA,"Roy, L. D., and M. J. Dorrance.","Coyote movements, habitat use, and vulnerability in central Alberta Coyote movements, habitat use, and vulnerability in central Alberta Journal of Wildlife Management 49:307-313.",Journal Of Wildlife Management,1985,49,2,307-313,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3801521,Article
995,Canis latrans,NA,"MILLS, LS; KNOWLTON, FF",COYOTE SPACE USE IN RELATION TO PREY ABUNDANCE,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1991,69,6,1516-1521,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z91-212,Article
1010,Meles meles,NA,"Riordan, P; Delahay, RJ; Cheeseman, C; Johnson, PJ; Macdonald, DW","Culling-Induced Changes in Badger (Meles meles) Behaviour, Social Organisation and the Epidemiology of Bovine Tuberculosis",Plos One,2011,6,12,e28904,"Public Library of Science San Francisco, USA",NA,NA,10.1371/journal.pone.0028904,Article
1024,Apodemus sylvaticus,NA,"Corp, N; Gorman, ML; Speakman, JR",Daily energy expenditure of free-living male Wood Mice in different habitats and seasons,Functional Ecology,1999,13,5,585-593,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0269-8463,10.1046/j.1365-2435.1999.00353.x,Article
1026,Microcebus murinus,NA,"Schmid, J; Speakman, JR",Daily energy expenditure of the grey mouse lemur (Microcebus murinus): a small primate that uses torpor,Journal Of Comparative Physiology B-Biochemical Systemic And,2000,170,8,633-641,SPRINGER-VERLAG,"175 FIFTH AVE, NEW YORK, NY 10010 USA",0174-1578,10.1007/s003600000146,Article
1027,Sus scrofa,NA,"Russo, L; Massei, G; Genov, PV",Daily home range and activity of wild boar in a Mediterranean area free from hunting,Ethology Ecology \& Evolution,1997,9,3,287-294,UNIV FIRENZE ETHOLOGY ECOLOGY \& EVOLUTION,"ATTN: PROF. F. DESSI-FULGHERI VIA ROMANA 17, 50125 FLORENCE, ITALY",0394-9370,10.1080/08927014.1997.9522888,Article
1028,Meles meles,NA,"Kowalczyk, R; Zalewski, A; Jedrzejewska, B","Daily movement and territory use by badgers Meles meles in Bialowieza Primeval Forest, Poland",Wildlife Biology,2006,12,4,385-391,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2006)12[385:DMATUB]2.0.CO;2,Article
1035,Glirulus japonicus,NA,"Shibata, F; Kawamichi, T; Nishibayashi, K",Daily rest-site selection and use by the Japanese dormouse,Journal Of Mammalogy,2004,85,1,30-37,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.1644/BPR-007,Article
1037,Antilocapra americana,NA,"Reynolds, T. D.","Daily summer movements, activity patterns, and home range of pronghorn Northwest Science 58:300-311.",Northwest Science,1984,58,4,300-311,WASHINGTON STATE UNIV,"PO BOX 645910, PULLMAN, WA 99164-5910",0029-344X,https://pdfs.semanticscholar.org/a66d/eeddaffeee941bb61fbdfa843561f5a8291b.pdf,Article
1070,Lepilemur leucopus,NA,"Droscher, I; Kappeler, PM",Defining the Low End of Primate Social Complexity: The Social Organization of the Nocturnal White-Footed Sportive Lemur (Lepilemur leucopus),International Journal Of Primatology,2013,34,6,1225-1243,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/s10764-013-9735-3,Article
1093,Lemur catta,NA,"SUSSMAN, RW","DEMOGRAPHY AND SOCIAL-ORGANIZATION OF FREE-RANGING LEMUR-CATTA IN THE BEZA-MAHAFALY-RESERVE, MADAGASCAR",American Journal Of Physical Anthropology,1991,84,1,43-58,WILEY-LISS,"DIV JOHN WILEY \& SONS INC 605 THIRD AVE, NEW YORK, NY 10158-0012",0002-9483,10.1002/ajpa.1330840105,Article
1095,Dasyurus hallucatus,NA,"Heiniger, J; Cameron, SF; Madsen, T; Niehaus, AC; Wilson, RS",Demography and spatial requirements of the endangered northern quoll on Groote Eylandt,Wildlife Research,2020,47,3,224-238,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR19052,Article
1103,Eulemur macaco,macaco,"Bayart, F; Simmen, B","Demography, range use, and behavior in black lemurs (Eulemur macaco macaco) at Ampasikely, northwest Madagascar",American Journal Of Primatology,2005,67,3,299-312,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.20186,Article
1125,Cervus canadensis,NA,"Vander Wal, E; Laforge, MP; McLoughlin, PD",Density dependence in social behaviour: home range overlap and density interacts to affect conspecific encounter rates in a gregarious ungulate,Behavioral Ecology And Sociobiology,2014,68,3,383-390,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-013-1652-0,Article
1138,Alouatta pigra,NA,"Gavazzi, AJ; Cornick, LA; Markowitz, TM; Green, D; Markowitz, H","DENSITY, DISTRIBUTION, AND HOME RANGE OF THE BLACK HOWLER MONKEY (ALOUATTA PIGRA) AT LAMANAI, BELIZE",Journal Of Mammalogy,2008,89,5,1105-1112,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.1644/07-MAMM-A-063.1,Article
1139,Diceros bicornis,NA,"Mukinya, J. G.","Density, distribution, population structure and social organization of the black rhinoceros in Masai Mara Game reserve East African Wildlife Journal 11:385-400.",African Journal Of Ecology,1973,11,03/Apr,385--400,Wiley Online Library,NA,NA,10.1111/j.1365-2028.1973.tb00100.x,Article
1147,Odocoileus hemionus,crooki,"RAGOTZKIE, KE; BAILEY, JA",DESERT MULE DEER USE OF GRAZED AND UNGRAZED HABITATS,Journal Of Range Management,1991,44,5,487-490,SOC RANGE MANAGEMENT,"1839 YORK ST, DENVER, CO 80206",0022-409X,10.2307/4002750,Article
1184,Avahi laniger,NA,"Harcourt, C.","Diet and Behavior of a Nocturnal Lemur, Avahi laniger, in the Wild Journal of Zoology 223:667-674.",Journal Of Zoology,1991,223,4,667-674,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1111/j.1469-7998.1991.tb04395.x,Article
1209,Chlorocebus djamdjamensis,NA,"Mekonnen, A; Bekele, A; Fashing, PJ; Hemson, G; Atickem, A","Diet, Activity Patterns, and Ranging Ecology of the Bale Monkey (Chlorocebus djamdjamensis) in Odobullu Forest, Ethiopia",International Journal Of Primatology,2010,31,3,339-362,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-010-9389-3,Article
1210,Macaca fascicularis,NA,"Sha, JCM; Hanya, G","Diet, Activity, Habitat Use, and Ranging of Two Neighboring Groups of Food-Enhanced Long-Tailed Macaques (Macaca fascicularis)",American Journal Of Primatology,2013,75,6,581-592,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.22137,Article
1223,Odocoileus virginianus,NA,"Smith, JR; Sweitzer, RA; Jensen, WF","Diets, movements, and consequences of providing wildlife food plots for white-tailed deer in central north Dakota",Journal Of Wildlife Management,2007,71,8,2719-2726,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2006-379,Article
1228,Macaca mulatta,NA,"PIRTA, RS; SINGH, M",DIFFERENCES IN HOME RANGES OF RHESUS-MONKEY (MACACA-MULATTA) GROUPS LIVING IN 3 ECOLOGICAL HABITATS,Proceedings Of The Indian Academy Of Sciences-Animal Sciences,1982,91,1,13-26,INDIAN ACADEMY SCIENCES,"P B 8005 C V RAMAN AVENUE, BANGALORE 560 080, INDIA",0370-0097,10.1007/BF03186055,Article
1243,Dermanura watsoni,NA,"Albrecht, L., Meyer, C.F. & Kalko, E.K.","Differential mobility in two small phyllostomid bats, Artibeus watsoni andMicronycteris microtis, in a fragmented neotropical landscape Acta Theriologica, 52, 141-149.",Acta Theriologica,2007,52,2,141-149,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0001-7051,10.1007/BF03194209,Article
1245,Conepatus chinga,NA,"Kasper, CB; Soares, JBG; Freitas, TRO","Differential patterns of home-range, net displacement and resting sites use of Conepatus chinga in southern Brazil",Mammalian Biology,2012,77,5,358-362,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",1616-5047,10.1016/j.mambio.2012.03.006,Article
1278,Lynx rufus,NA,"Johnson, SA; Walker, HD; Hudson, CM",Dispersal Characteristics of Juvenile Bobcats in South-Central Indiana,Journal Of Wildlife Management,2010,74,3,379-385,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2008-253,Article
1279,Dipodomys merriami,NA,"Jones, W. T.",Dispersal distance and the range of nightly movements in Merriam's kangaroo rats Journal of Mammalogy 70:27-34.,Journal Of Mammalogy,1989,70,1,27--34,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence~…",NA,NA,10.2307/1381666,Article
1302,Lynx lynx,NA,"Linnell, JDC; Odden, J; Andren, H; Liberg, O; Andersen, R; Moa, P; Kvam, T; Broseth, H; Segerstrom, P; Ahlqvist, P; Schmidt, K; Jedrzejewski, W; Okarma, H",Distance rules for minimum counts of Eurasian lynx Lynx lynx family groups under different ecological conditions,Wildlife Biology,2007,13,4,447-455,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2007)13[447:DRFMCO]2.0.CO;2,Article
1330,Ursus maritimus,NA,"Wiig, O",Distribution of polar bears (Ursus maritimus) in the Svalbard area,JOURNAL OF ZOOLOGY,1995,237,NA,NA,WILEY-BLACKWELL,NA,NA,NA,Article
1333,Cebus aequatorialis,NA,"Jack, KM; Campos, FA","Distribution, abundance, and spatial ecology of the critically endangered Ecuadorian capuchin (Cebus albifrons aequatorialis)",Tropical Conservation Science,2012,5,2,173-191,TROPICAL CONSERVATION SCIENCE,"PO BOX 0291, MENLO PARK, CA 94026-0291 USA",1940-0829,10.1177/194008291200500207,Article
1339,Lynx canadensis,NA,"Vashon, JH; Meehan, AL; Organ, JF; Jakubas, WJ; McLaughlin, CR; Vashon, AD; Crowley, SM",Diurnal habitat relationships of Canada lynx in an intensively managed private forest landscape in northern Maine,Journal Of Wildlife Management,2008,72,7,1488-1496,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2007-475,Article
1341,Pteropus vampyrus,natunae,"Gumal, MT","Diurnal home range and roosting trees of a maternity colony of Pteropus vampyrus natunae (Chiroptera : Pteropodidae) in Sedilu, Sarawak",Journal Of Tropical Ecology,2004,20,3,247-258,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0266-4674,10.1017/S0266467403001275,Article
1356,Panthera leo,NA,"Hayward, MW; Hayward, GJ; Druce, DJ; Kerley, GIH","Do fences constrain predator movements on an evolutionary scale? Home range, food intake and movement patterns of large predators reintroduced to Addo Elephant National Park, South Africa",Biodiversity And Conservation,2009,18,4,887--904,Springer,NA,NA,10.1007/s10531-008-9452-y,Article
1364,Capreolus capreolus,NA,"Melis, C; Cagnacci, F; Lovari, S",Do male roe deer clump together during the rut?,Acta Theriologica,2005,50,2,253--262,Springer,NA,NA,10.1007/BF03194488,Article
1366,Akodon azarae,NA,"Bonatto, F; Steinmann, A; Gomez, D; Priotto, J",Do polygynous males of Akodon azarae (Rodentia: Sigmodontinae) vary their mating tactics at low availability of females?,Mammalia,2015,79,2,159-168,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY",0025-1461,10.1515/mammalia-2013-0102,Article
1369,Capreolus capreolus,NA,"Biosa, D; Grignolio, S; Sica, N; Pagon, N; Scandura, M; Apollonio, M",Do relatives like to stay closer? Spatial organization and genetic relatedness in a mountain roe deer population,Journal Of Zoology,2015,296,1,30--37,Wiley Online Library,NA,NA,10.1111/jzo.12214,Article
1371,Sus scrofa,NA,"Podgorski, T; Smietanka, K",Do wild boar movements drive the spread of African Swine Fever?,Transboundary And Emerging Diseases,2018,65,6,1588-1596,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1865-1674,10.1111/tbed.12910,Article
1372,Nyctereutes procyonoides,NA,"Kauhala, K; Salonen, L",Does a non-invasive method - latrine surveys - reveal habitat preferences of raccoon dogs and badgers?,Mammalian Biology,2012,77,4,264-270,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",1616-5047,10.1016/j.mambio.2012.02.007,Article
1373,Microtus canicaudus,NA,"Bond, ML; Wolff, JO",Does access to females or competition among males limit male home-range size in a promiscuous rodent?,Journal Of Mammalogy,1999,80,4,1243-1250,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.2307/1383174,Article
1381,Lepus europaeus,NA,"Marboutin, E; Aebischer, NJ",Does harvesting arable crops influence the behaviour of the European hare Lepus europaeus?,Wildlife Biology,1996,2,2,83-91,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/wlb.1996.036,Article
1389,Odocoileus virginianus,NA,"Koen, EL; Tosa, MI; Nielsen, CK; Schauber, EM",Does landscape connectivity shape local and global social network structure in white-tailed deer?,Plos One,2017,12,3,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0173570,Article
1391,Tapirus terrestris,NA,"Cabrera, JA; Molina, E; Gonzalez, T; Armenteras, D",Does Plan B work? Home range estimations from stored on board and transmitted data sets produced by GPS-telemetry in the Colombian Amazon,Revista De Biolog\'\Ia Tropical,2016,64,4,1441--1450,http://creativecommons. org/licenses/by/3.0,NA,NA,NA,Article
1425,Alces alces,NA,"Hauge, T. M., and L. B. Keith.",Dynamics of moose populations in northeastern Alberta Journal of Wildlife Management 45:573-597.,JOURNAL OF WILDLIFE MANAGEMENT,1981,45,3,573-597,WILDLIFE SOC,NA,NA,10.2307/3808692,Article
1427,Apodemus sylvaticus,NA,"TEW, TE; MACDONALD, DW","DYNAMICS OF SPACE USE AND MALE VIGOR AMONGST WOOD MICE, APODEMUS-SYLVATICUS, IN THE CEREAL ECOSYSTEM",Behavioral Ecology And Sociobiology,1994,34,5,337-345,SPRINGER VERLAG,"175 FIFTH AVE, NEW YORK, NY 10010",0340-5443,10.1007/s002650050049,Article
1432,Panthera leo,NA,"Yiu, SW; Keith, M; Karczmarski, L; Parrini, F","Early post-release movement of reintroduced lions (Panthera leo) in Dinokeng Game Reserve, Gauteng, South Africa",European Journal Of Wildlife Research,2015,61,6,861-870,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",1612-4642,10.1007/s10344-015-0962-0,Article
1436,Puma concolor,NA,"Grigione, MM; Beier, P; Hopkins, RA; Neal, D; Padley, WD; Schonewald, CM; Johnson, ML",Ecological and allometric determinants of home-range size for mountain lions (Puma concolor),Animal Conservation,2002,5,4,317-324,CAMBRIDGE UNIV PRESS,"40 WEST 20TH ST, NEW YORK, NY 10011-4221 USA",1367-9430,10.1017/S1367943002004079,Article
1442,Canis simensis,NA,"Marino, J; Sillero-Zubiri, C; Johnson, PJ; Macdonald, DW",Ecological bases of philopatry and cooperation in Ethiopian wolves,Behavioral Ecology And Sociobiology,2012,66,7,1005-1015,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-012-1348-x,Article
1449,Gorilla gorilla,gorilla,"Seiler, N; Robbins, MM",Ecological correlates of space use patterns in wild western lowland gorillas,American Journal Of Primatology,2020,82,9,NA,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.23168,Article
1459,Ursus arctos,NA,"Van Daele, LJ; Barnes, VG; Belant, JL","Ecological flexibility of brown bears on Kodiak Island, Alaska",Ursus,2012,23,1,21-29,INT ASSOC BEAR RESEARCH \& MANAGEMENT-IBA,"C/O TERRY WHITE, UNIV TENNESSEE, DEPT FORESTRY, WILDLIFE \& FISHERIES",1537-6176,NA,Article
1464,Felis nigripes,NA,"Kamler, JF; Stenkewitz, U; Sliwa, A; Wilson, B; Lamberski, N; Herrick, JR; Macdonald, DW",Ecological relationships of black-footed cats (Felis nigripes) and sympatric canids in South Africa,Mammalian Biology,2015,80,2,122-127,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",1616-5047,10.1016/j.mambio.2014.11.004,Article
1474,Apodemus flavicollis,NA,"Mermod, C.",Ecologie et dynamiques des populations de trois rongeurs sylvicoles Mammalia 33:1-57.,Mammalia ,1969,NA,NA,NA,"Walter de Gruyter, Berlin/New York Berlin, New York",NA,NA,10.1515/mamm.1969.33.1.1,Article
1477,Saccostomus mearnsi,NA,"Kessing, F.","Ecology and behavior of the pouched mouse, Saccostomus mearnsi, in central Kenya Journal of Mammalogy 79:919-931.",Journal Of Mammalogy,1998,79,3,919-931,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.2307/1383100,Article
1480,Notomys aquilo,NA,"Diete, RL; Meek, PD; Dickman, CR; Leung, LKP",Ecology and conservation of the northern hopping-mouse (Notomys aquilo),Australian Journal Of Zoology,2016,64,1,21-32,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",0004-959X,10.1071/ZO15082,Article
1490,Marmota caudata,aurea,"Blumstein, DT; Arnold, W",Ecology and social behavior of golden marmots (Marmota caudata aurea),Journal Of Mammalogy,1998,79,3,873-886,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602 USA",0022-2372,10.2307/1383095,Article
1518,Elephas maximus,NA,"Sukumar, R.",Ecology of the Asian elephant in southern India I Movement and habitat utilization patterns Journal of Tropical Ecology 5:1-18.,Journal Of Tropical Ecology,1989,5,1,1--18,Cambridge University Press,NA,NA,10.1017/S0266467400003175,Article
1521,Glis glis,NA,"Hurner, H; Michaux, J",ECOLOGY OF THE EDIBLE DORMOUSE (GLIS GLIS) IN A WESTERN EDGE POPULATION IN SOUTHERN BELGIUM,Vie Et Milieu-Life And Environment,2009,59,2,243-250,OBSERVATOIRE OCEANOLOGIQUE BANYULS,"LABORATOIRE ARAGO, BP 44, 66651 BANYULS-SUR-MER CEDEX, FRANCE",0240-8759,NA,Article
1523,Giraffa camelopardalis,NA,"Leuthold, B. M., and W. Leuthold.","Ecology of the giraffe in Tsavo East National Park, Kenya East African Wildlife Journal 16:1-20.",African Journal Of Ecology,1978,16,1,1--20,Wiley Online Library,NA,NA,10.1111/j.1365-2028.1978.tb00419.x,Article
1525,Phascolarctos cinereus,NA,"White, NA","Ecology of the koala (Phascolarctos cinereus) in rural south-east Queensland, Australia",Wildlife Research,1999,26,6,731-744,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR98002,Article
